fecha,codigo_indicador,indicador,formato,sistema_financiero,banca_publica,banca_privada,banca_nacional,banca_extranjera,companias_financieras
2019-10,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,6.74,,,,,
2019-10,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,0.91,,,,,
2019-10,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.65,,,,,
2019-10,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.65,,,,,
2019-10,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,56.21,,,,,
2019-10,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,44.13,,,,,
2019-10,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,94.85,,,,,
2019-10,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.36,,,,,
2019-10,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,4.85,,,,,
2019-10,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,40.51,,,,,
2019-10,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.34,,,,,
2019-10,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,20.62,,,,,
2019-10,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.78,,,,,
2019-10,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,82.67,,,,,
2019-10,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,40.81,,,,,
2019-10,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,24.51,,,,,
2019-10,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,46.56,,,,,
2019-10,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,52.16,,,,,
2019-10,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,28.27,,,,,
2019-10,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,18.67,,,,,
2019-10,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.71,,,,,
2019-10,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.98,,,,,
2019-10,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.2,,,,,
2019-10,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.73,,,,,
2019-10,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.85,,,,,
2019-10,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.75,,,,,
2019-10,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.19,,,,,
2019-10,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,47.29,,,,,
2019-10,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,29.37,,,,,
2019-10,800010500090,L9 - Liquidez con leliq y pases (%),P,50.36,,,,,
2019-11,800010100010,C1 - Apalancamiento (en veces),N,6.28,,,,,
2019-11,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,6.84,,,,,
2019-11,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,1.05,,,,,
2019-11,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.83,,,,,
2019-11,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.83,,,,,
2019-11,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,55.6,,,,,
2019-11,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,45.13,,,,,
2019-11,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,94.11,,,,,
2019-11,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.38,,,,,
2019-11,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,5.14,,,,,
2019-11,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,40.35,,,,,
2019-11,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.45,,,,,
2019-11,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,23.98,,,,,
2019-11,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.95,,,,,
2019-11,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,82.41,,,,,
2019-11,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,42.06,,,,,
2019-11,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,24.26,,,,,
2019-11,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,47.86,,,,,
2019-11,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,52.67,,,,,
2019-11,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,28.42,,,,,
2019-11,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,18.58,,,,,
2019-11,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.64,,,,,
2019-11,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,5.19,,,,,
2019-11,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.51,,,,,
2019-11,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.73,,,,,
2019-11,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.88,,,,,
2019-11,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,6.94,,,,,
2019-11,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.41,,,,,
2019-11,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,50.11,,,,,
2019-11,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,34.14,,,,,
2019-11,800010500090,L9 - Liquidez con leliq y pases (%),P,52.54,,,,,
2019-12,800010100010,C1 - Apalancamiento (en veces),N,6.52,,,,,
2019-12,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,7.4,,,,,
2019-12,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,1.53,,,,,
2019-12,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,5.4,,,,,
2019-12,800010200110,A11 - Cartera Irregular Sector Privado (%),P,5.46,,,,,
2019-12,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,54.89,,,,,
2019-12,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,45.77,,,,,
2019-12,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,92.24,,,,,
2019-12,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.14,,,,,
2019-12,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,6.49,,,,,
2019-12,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,39.75,,,,,
2019-12,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.5,,,,,
2019-12,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,24.47,,,,,
2019-12,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.87,,,,,
2019-12,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,77.63,,,,,
2019-12,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,45.03,,,,,
2019-12,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,24.71,,,,,
2019-12,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,48.92,,,,,
2019-12,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,49.65,,,,,
2019-12,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,28.65,,,,,
2019-12,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,18.35,,,,,
2019-12,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.58,,,,,
2019-12,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,5.4,,,,,
2019-12,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.69,,,,,
2019-12,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.99,,,,,
2019-12,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.85,,,,,
2019-12,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.07,,,,,
2019-12,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.46,,,,,
2019-12,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,50.26,,,,,
2019-12,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,34.63,,,,,
2019-12,800010500090,L9 - Liquidez con leliq y pases (%),P,55.27,,,,,
2020-01,800010100010,C1 - Apalancamiento (en veces),N,5.41,,,,,
2020-01,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,6.91,,,,,
2020-01,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,2.66,,,,,
2020-01,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,5.77,,,,,
2020-01,800010200110,A11 - Cartera Irregular Sector Privado (%),P,5.86,,,,,
2020-01,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,53.22,,,,,
2020-01,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,47.56,,,,,
2020-01,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,83.8,,,,,
2020-01,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.19,,,,,
2020-01,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,7.26,,,,,
2020-01,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,30.24,,,,,
2020-01,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.94,,,,,
2020-01,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,20.31,,,,,
2020-01,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.89,,,,,
2020-01,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,79.87,,,,,
2020-01,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,47.57,,,,,
2020-01,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,24.4,,,,,
2020-01,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,51.44,,,,,
2020-01,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,51.26,,,,,
2020-01,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,28.89,,,,,
2020-01,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,18.05,,,,,
2020-01,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.27,,,,,
2020-01,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,5.72,,,,,
2020-01,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,13.0,,,,,
2020-01,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,2.02,,,,,
2020-01,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.86,,,,,
2020-01,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.14,,,,,
2020-01,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.66,,,,,
2020-01,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,57.69,,,,,
2020-01,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,29.65,,,,,
2020-01,800010500090,L9 - Liquidez con leliq y pases (%),P,57.87,,,,,
2020-02,800010100010,C1 - Apalancamiento (en veces),N,5.39,,,,,
2020-02,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,6.87,,,,,
2020-02,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,2.68,,,,,
2020-02,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,5.9,,,,,
2020-02,800010200110,A11 - Cartera Irregular Sector Privado (%),P,5.98,,,,,
2020-02,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,53.33,,,,,
2020-02,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,47.33,,,,,
2020-02,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,83.53,,,,,
2020-02,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,4.29,,,,,
2020-02,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,7.41,,,,,
2020-02,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,29.03,,,,,
2020-02,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,4.08,,,,,
2020-02,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,20.39,,,,,
2020-02,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.93,,,,,
2020-02,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,80.45,,,,,
2020-02,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,49.49,,,,,
2020-02,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,24.55,,,,,
2020-02,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,46.76,,,,,
2020-02,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,50.57,,,,,
2020-02,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,29.03,,,,,
2020-02,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,17.78,,,,,
2020-02,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.22,,,,,
2020-02,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,5.37,,,,,
2020-02,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,13.19,,,,,
2020-02,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,2.02,,,,,
2020-02,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.86,,,,,
2020-02,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.22,,,,,
2020-02,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,6.23,,,,,
2020-02,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,58.84,,,,,
2020-02,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,29.53,,,,,
2020-02,800010500090,L9 - Liquidez con leliq y pases (%),P,59.1,,,,,
2020-03,800010100010,C1 - Apalancamiento (en veces),N,5.44,,,,,
2020-03,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,3.07,,,,,
2020-03,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,0.44,,,,,
2020-03,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,5.09,,,,,
2020-03,800010200110,A11 - Cartera Irregular Sector Privado (%),P,5.14,,,,,
2020-03,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,54.61,,,,,
2020-03,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,46.12,,,,,
2020-03,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,96.82,,,,,
2020-03,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,3.02,,,,,
2020-03,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,6.87,,,,,
2020-03,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,42.76,,,,,
2020-03,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.77,,,,,
2020-03,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,26.64,,,,,
2020-03,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.79,,,,,
2020-03,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,74.57,,,,,
2020-03,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,52.75,,,,,
2020-03,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,25.43,,,,,
2020-03,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,40.42,,,,,
2020-03,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,45.81,,,,,
2020-03,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,29.2,,,,,
2020-03,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,17.51,,,,,
2020-03,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,57.04,,,,,
2020-03,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.79,,,,,
2020-03,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.84,,,,,
2020-03,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,1.98,,,,,
2020-03,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.85,,,,,
2020-03,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.28,,,,,
2020-03,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,5.62,,,,,
2020-03,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,59.81,,,,,
2020-03,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,37.6,,,,,
2020-03,800010500090,L9 - Liquidez con leliq y pases (%),P,59.84,,,,,
2020-05,800010100010,C1 - Apalancamiento (en veces),N,5.52,,,,,
2020-05,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,1.77,,,,,
2020-05,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,-1.03,,,,,
2020-05,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,5.03,,,,,
2020-05,800010200110,A11 - Cartera Irregular Sector Privado (%),P,5.02,,,,,
2020-05,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,57.53,,,,,
2020-05,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,43.07,,,,,
2020-05,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,107.61,,,,,
2020-05,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,3.09,,,,,
2020-05,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,6.41,,,,,
2020-05,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,48.69,,,,,
2020-05,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.87,,,,,
2020-05,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,20.97,,,,,
2020-05,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.62,,,,,
2020-05,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,68.62,,,,,
2020-05,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,58.54,,,,,
2020-05,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,26.67,,,,,
2020-05,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,37.39,,,,,
2020-05,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,39.86,,,,,
2020-05,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,28.84,,,,,
2020-05,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,15.85,,,,,
2020-05,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.51,,,,,
2020-05,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.69,,,,,
2020-05,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.55,,,,,
2020-05,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,2.1,,,,,
2020-05,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.82,,,,,
2020-05,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.28,,,,,
2020-05,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,5.44,,,,,
2020-05,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,50.38,,,,,
2020-05,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,29.31,,,,,
2020-05,800010500090,L9 - Liquidez con leliq y pases (%),P,61.03,,,,,
2020-06,800010100010,C1 - Apalancamiento (en veces),N,5.65,,,,,
2020-06,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,1.02,,,,,
2020-06,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,-1.89,,,,,
2020-06,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.85,,,,,
2020-06,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.84,,,,,
2020-06,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,57.04,,,,,
2020-06,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,43.53,,,,,
2020-06,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,114.65,,,,,
2020-06,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,3.02,,,,,
2020-06,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,6.17,,,,,
2020-06,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,59.14,,,,,
2020-06,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.9,,,,,
2020-06,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,18.78,,,,,
2020-06,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.55,,,,,
2020-06,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,67.84,,,,,
2020-06,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,62.71,,,,,
2020-06,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,27.42,,,,,
2020-06,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,35.48,,,,,
2020-06,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,38.74,,,,,
2020-06,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,28.71,,,,,
2020-06,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,15.1,,,,,
2020-06,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.35,,,,,
2020-06,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.54,,,,,
2020-06,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.52,,,,,
2020-06,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,2.11,,,,,
2020-06,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.86,,,,,
2020-06,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.31,,,,,
2020-06,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,5.35,,,,,
2020-06,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,51.04,,,,,
2020-06,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,26.29,,,,,
2020-06,800010500090,L9 - Liquidez con leliq y pases (%),P,61.44,,,,,
2020-07,800010100010,C1 - Apalancamiento (en veces),N,5.64,,,,,
2020-07,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,0.31,,,,,
2020-07,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,-1.94,,,,,
2020-07,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.88,,,,,
2020-07,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.87,,,,,
2020-07,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,56.46,,,,,
2020-07,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,44.13,,,,,
2020-07,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,115.37,,,,,
2020-07,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,3.09,,,,,
2020-07,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,6.2,,,,,
2020-07,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,58.91,,,,,
2020-07,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.89,,,,,
2020-07,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,20.91,,,,,
2020-07,800010300010,E1 - Absorci�n de Gastos de Ad. con Vol�men de Negocio (%),P,5.62,,,,,
2020-07,800010300020,E2 - Margen de Rentabilidad Operat./Gastos de Estructura (%),P,65.02,,,,,
2020-07,800010300040,E4 - Dep�sitos por Empleado (en millones de pesos),N,60.47,,,,,
2020-07,800010300050,E5 - Financiaciones por Empleado (en millones de pesos),N,25.96,,,,,
2020-07,800010400010,R1 - Rendimiento Anual del Patrimonio ( ROE) (%),P,32.35,,,,,
2020-07,800010400020,R2 - Rendimiento Ordinario del Patrimonio (%),P,36.48,,,,,
2020-07,800010400080,R8 - Tasa Implicita Pr�stamos Totales (%),P,28.67,,,,,
2020-07,800010400090,R9 - Tasa Implicita Dep�sitos Totales (%),P,14.52,,,,,
2020-07,800010400170,R17 - Gastos en Personal / Gastos de Administraci�n (%),P,56.32,,,,,
2020-07,800010401010,RG1 - Retorno sobre Activos ( ROA) (%),P,4.26,,,,,
2020-07,800010401020,RG2 - Ingresos Financieros Netos / Activo  (%),P,12.4,,,,,
2020-07,800010401030,RG3 - Cargos por Incobrabilidad / Activo  (%),P,2.08,,,,,
2020-07,800010401040,RG4 - Ingresos Netos por Servicios / Activo  (%),P,1.86,,,,,
2020-07,800010401050,RG5 - Gastos de Administraci�n / Activo  (%),P,7.39,,,,,
2020-07,800010401150,RG15 - Retorno sobre Activos (ROA) antes Imp. de Gcias (%),P,5.08,,,,,
2020-07,800010500010,L1 - Liq con titulos c/cotiz + posici�n de call y leliq (%),P,52.81,,,,,
2020-07,800010500080,L8_II - Liquidez con t�tulos con cotiz (%),P,29.25,,,,,
2020-07,800010500090,L9 - Liquidez con leliq y pases (%),P,61.69,,,,,
2020-08,800010100010,C1 - Apalancamiento (en veces),N,5.49,,,,,
2020-08,800010100020,C2 - P�rdida Potencial de Cartera en Situaci�n 2 a 6 (%),P,0.42,,,,,
2020-08,800010100030,C3 - P�rdida Potencial de Cartera en Situaci�n 3 a 6 (%),P,-1.95,,,,,
2020-08,800010200090,A9 - Total Cartera Irregular / Total Financiaciones (%),P,4.72,,,,,
2020-08,800010200110,A11 - Cartera Irregular Sector Privado (%),P,4.66,,,,,
2020-08,800010200120,A12 - Participaci�n Cartera Comercial Sector Privado (%),P,56.28,,,,,
2020-08,800010200130,A13 - Participaci�n Cartera Consumo Sector Privado (%),P,44.28,,,,,
2020-08,800010200140,A14 - Previsiones sobre Cartera Irregular Total (%),P,116.39,,,,,
2020-08,800010200160,A16 - Cartera Irregular Consumo Sector Privado (%),P,3.01,,,,,
2020-08,800010200170,A17 - Cartera Irregular Comercial Sector Privado (%),P,5.91,,,,,
2020-08,800010200210,A21 - Posici�n de Previsiones M�n Sector Priv No Fciero (%),P,60.16,,,,,
2020-08,800010201030,AG3 - Importancia de Cartera Vencida del Sector Privado (%),P,3.75,,,,,
2020-08,800010201290,AG29 - Efectivo y Dep�sito en Bancos / Activo (%),P,19.47,,,,,
